gene,token_id,norm,dist_from_centroid,cos_to_centroid,norm_zscore,dist_zscore,cos_zscore,is_outlier,pca_1,pca_2,isolation_score,isolation_zscore,anomaly_score
SLC48A1,15165,26.695349,26.701252,-0.018984608,-1.4552698,-1.4451412,-0.79293454,False,1.9098,0.55421406,0.8747221,0.462581,1.4552698
SLC49A3,15166,27.505638,27.505178,0.006377561,-0.27257687,-0.27163202,-0.074359946,False,0.96520716,0.58265334,0.87609196,0.798019,0.798019
SLC49A4,15167,26.738176,26.734552,0.019190567,-1.3927588,-1.3965318,0.288665,False,0.31441033,0.12888135,0.87465465,0.4460587,1.3965318
SLC4A1,15168,27.982336,27.997084,-0.054655932,0.4232082,0.44641286,-1.8035936,False,0.23404534,0.25086814,0.87183964,-0.24326625,1.8035936
SLC4A10,15169,28.154926,28.155205,0.003312629,0.6751198,0.67722577,-0.16119725,False,0.13959548,1.4873316,0.8740657,0.30183873,0.67722577
SLC4A11,15170,26.87857,26.88112,-0.005580276,-1.1878405,-1.1825829,-0.4131558,False,0.025275093,-0.43775702,0.8719079,-0.2265542,1.1878405
SLC4A1AP,15171,26.911911,26.914581,-0.006068652,-1.139177,-1.1337397,-0.4269927,False,-0.9576605,0.16715114,0.87467134,0.45014548,1.139177
SLC4A2,15172,27.633577,27.624466,0.041029915,-0.08583763,-0.09750543,0.9074291,False,0.55544436,1.7185386,0.87565356,0.69066775,0.9074291
SLC4A3,15173,25.850666,25.844233,0.030601222,-2.688163,-2.6961513,0.6119578,False,-1.9295723,0.66625226,0.867764,-1.2412899,2.6961513
SLC4A4,15174,27.030975,27.027271,0.019458324,-0.96539146,-0.96924365,0.29625124,False,0.03767059,1.0257473,0.87174875,-0.2655247,0.96924365
SLC4A5,15175,28.458395,28.462084,-0.010398108,1.1180607,1.1251838,-0.54965717,False,0.103581734,1.1610957,0.87160397,-0.3009776,1.1251838
SLC4A7,15176,27.824675,27.825697,0.00038334803,0.19308664,0.1962359,-0.2441912,False,0.3282286,0.89291894,0.8820696,2.261791,2.261791
SLC4A8,15177,29.07033,29.076881,-0.02196183,2.0112364,2.0226173,-0.8772868,False,0.14339481,-0.27109796,0.8712741,-0.3817501,2.0226173
SLC4A9,15178,27.368639,27.358976,0.043273814,-0.47253987,-0.48504642,0.9710045,False,1.4679656,1.7788143,0.8801209,1.7845997,1.7845997
SLC50A1,15179,28.30286,28.298494,0.021895368,0.8910432,0.88638866,0.36529887,False,1.4969075,-0.22070195,0.87395513,0.27476373,0.8910432
SLC51A,15180,27.380892,27.373789,0.03302329,-0.45465577,-0.46342432,0.68058115,False,-0.7884738,1.18281,0.8694011,-0.84040487,0.84040487
SLC51B,15181,28.140938,28.140491,0.0062209684,0.6547023,0.6557484,-0.07879661,False,0.6160132,0.14030464,0.8762023,0.82503563,0.82503563
SLC52A1,15182,26.109558,26.11043,0.001285029,-2.3102858,-2.3075774,-0.21864429,False,-0.8597644,0.53488255,0.8759225,0.7565235,2.3102858
SLC52A2,15183,27.28164,27.273676,0.036479015,-0.5995243,-0.6095614,0.77849054,False,-1.1623529,-0.52511984,0.87183505,-0.24439013,0.77849054
SLC52A3,15184,28.578663,28.5756,0.016645335,1.2936028,1.2908854,0.21655212,False,0.10042134,1.0836936,0.86980706,-0.7409937,1.2936028
SLC5A1,15185,26.821333,26.812914,0.038385965,-1.2713841,-1.2821459,0.8325193,False,-0.8974255,0.14794938,0.86872846,-1.0051172,1.2821459
SLC5A10,15186,27.090694,27.084703,0.028615234,-0.87822586,-0.88540864,0.55568975,False,1.8546132,-0.41837978,0.8696578,-0.7775413,0.88540864
SLC5A11,15187,26.97782,26.974426,0.018220605,-1.0429775,-1.0463827,0.26118353,False,0.11418628,-0.11972591,0.8791146,1.5381953,1.5381953
SLC5A12,15188,26.832624,26.838188,-0.017652286,-1.2549031,-1.2452524,-0.75518644,False,-1.1525738,-0.5964276,0.868933,-0.9550248,1.2549031
SLC5A2,15189,27.225079,27.21336,0.051531274,-0.6820797,-0.6976061,1.2049593,False,0.86226594,0.3301528,0.8674407,-1.3204569,1.3204569
SLC5A3,15190,27.63881,27.639063,0.0034941982,-0.07820125,-0.07619795,-0.15605292,False,-0.5316283,-0.7546674,0.8671547,-1.390487,1.390487
SLC5A4,15191,27.340767,27.346579,-0.018728653,-0.5132218,-0.5031437,-0.7856826,False,2.5027668,-0.9191934,0.8755584,0.66735846,0.7856826
SLC5A5,15192,26.858604,26.864428,-0.018693756,-1.2169828,-1.2069502,-0.784694,False,1.1781285,0.08255319,0.8717886,-0.25576016,1.2169828
SLC5A6,15193,28.179413,28.1667,0.055358563,0.7108602,0.6940061,1.3133961,False,-0.062273525,0.23794924,0.8643686,-2.072733,2.072733
SLC5A7,15194,27.872562,27.856396,0.06925195,0.26298335,0.24104758,1.7070309,False,0.41792262,-0.6141694,0.8742229,0.34032756,1.7070309
SLC5A8,15195,27.81338,27.798897,0.0625048,0.17660007,0.15711513,1.515867,False,-1.0178565,-1.2568476,0.8661269,-1.642175,1.642175
SLC5A9,15196,27.266138,27.261597,0.022766579,-0.6221495,-0.6271937,0.3899825,False,3.002002,1.1703289,0.86992264,-0.7126926,0.7126926
SLC66A1,15197,26.970877,26.963211,0.03534018,-1.0531111,-1.0627538,0.74622446,False,-1.3345271,1.0816084,0.8763094,0.85126406,1.0627538
SLC66A1L,15198,27.333633,27.331888,0.011558117,-0.5236338,-0.52458763,0.072418354,False,-1.4724842,-0.5986502,0.8708733,-0.47990608,0.52458763
SLC66A2,15199,26.696526,26.691605,0.024387995,-1.4535521,-1.4592236,0.43592134,False,-0.35259622,-1.6172757,0.8746928,0.45539993,1.4592236
SLC66A3,15200,26.933632,26.9225,0.049230535,-1.1074733,-1.1221797,1.1397735,False,-1.2014023,0.12993693,0.87453616,0.41704246,1.1397735
SLC6A1,15201,26.6728,26.66614,0.031364135,-1.4881817,-1.4963955,0.63357306,False,-0.65252674,0.20567437,0.87557995,0.67264205,1.4963955
SLC6A11,15202,26.70617,26.704878,0.009841732,-1.4394764,-1.4398484,0.023788799,False,1.0402108,-0.9371489,0.87593204,0.7588588,1.4398484
SLC6A12,15203,28.090153,28.084064,0.028831862,0.5805767,0.5733807,0.5618273,False,1.2038281,-0.81160015,0.87332696,0.120939836,0.5805767
SLC6A13,15204,27.592482,27.602352,-0.03503912,-0.14582069,-0.12978543,-1.2477996,False,-0.43886754,1.5199254,0.8746168,0.43679044,1.2477996
SLC6A14,15205,28.573301,28.575829,-0.005758278,1.2857771,1.2912196,-0.41819906,False,0.8498648,-0.1791322,0.87105703,-0.4349076,1.2912196
SLC6A15,15206,26.65627,26.66348,-0.024226315,-1.5123101,-1.5002767,-0.9414454,False,-0.39566162,-0.86808574,0.87589395,0.74953216,1.5123101
SLC6A16,15207,27.85324,27.864534,-0.0407941,0.23477913,0.25292775,-1.4108528,False,0.34604588,-0.5227944,0.87543094,0.63615286,1.4108528
SLC6A17,15208,27.80046,27.80286,-0.0051292437,0.15774436,0.16290069,-0.4003769,False,-0.9353806,-1.2519237,0.8711009,-0.42416516,0.42416516
SLC6A18,15209,27.898588,27.88561,0.05646486,0.3009704,0.28369316,1.3447402,False,1.0836958,1.3424175,0.8720786,-0.18475217,1.3447402
SLC6A19,15210,28.69832,28.698618,0.0031615144,1.4682541,1.4704579,-0.1654787,False,0.62390566,-1.0033458,0.8755509,0.66553396,1.4704579
SLC6A2,15211,27.651485,27.638727,0.055625558,-0.059699092,-0.07668797,1.3209608,False,0.6259222,0.96641344,0.8701069,-0.6675774,1.3209608
SLC6A20,15212,28.486044,28.472631,0.05810719,1.1584169,1.1405804,1.3912716,False,-0.8469456,-0.29670253,0.8783177,1.3430511,1.3912716
SLC6A3,15213,28.305443,28.317421,-0.043607168,0.8948127,0.9140163,-1.4905541,False,-0.46764687,1.044311,0.8785404,1.3975805,1.4905541
SLC6A4,15214,28.368013,28.377375,-0.033120643,0.98614025,1.001532,-1.1934443,False,0.069924295,0.56985915,0.8688019,-0.9871353,1.1934443
SLC6A5,15215,28.40946,28.405914,0.01860243,1.0466355,1.043192,0.27200162,False,-1.4568539,1.4490277,0.8779233,1.2464714,1.2464714
SLC6A6,15216,26.921982,26.925522,-0.009551434,-1.1244776,-1.1177695,-0.52566874,False,-0.3099796,-0.15412979,0.87600434,0.77656335,1.1244776
SLC6A7,15217,26.949493,26.94771,0.011771923,-1.084322,-1.0853809,0.07847601,False,-2.044605,1.668161,0.8707124,-0.5192998,1.0853809
SLC6A8,15218,27.18299,27.188742,-0.018467747,-0.74351317,-0.7335417,-0.77829057,False,2.256254,-0.84279794,0.871803,-0.2522426,0.77829057
SLC6A9,15219,27.349653,27.351625,-0.0033426795,-0.50025135,-0.4957767,-0.349759,False,-0.8814727,1.2022278,0.8735715,0.18082592,0.50025135
SLC7A1,15220,25.983574,25.983307,0.005870707,-2.4941716,-2.4931414,-0.08872041,False,0.46204278,1.2741915,0.87940454,1.6091887,2.4941716
SLC7A10,15221,27.878876,27.862467,0.07021809,0.27219823,0.24990968,1.7344042,False,0.013862355,-1.1394869,0.8706783,-0.52764857,1.7344042
SLC7A11,15222,27.510073,27.515532,-0.017344438,-0.26610416,-0.25651938,-0.7464644,False,0.81774604,0.9472096,0.86912215,-0.9087127,0.9087127
SLC7A13,15223,27.5868,27.579714,0.032915886,-0.15411408,-0.16283108,0.6775381,False,-1.0651677,-0.042732224,0.86895096,-0.95063144,0.95063144
SLC7A14,15224,28.220999,28.212008,0.040449157,0.7715587,0.76014197,0.89097476,False,-0.5858107,-1.1796881,0.8702367,-0.63578796,0.89097476
SLC7A2,15225,26.912886,26.929977,-0.06387948,-1.1377543,-1.1112657,-2.0649202,False,-0.98336786,-1.3324184,0.874139,0.31979144,2.0649202
SLC7A3,15226,27.81089,27.795788,0.064993076,0.17296702,0.15257688,1.5863663,False,-2.5897484,-0.16383503,0.87108356,-0.4284125,1.5863663
SLC7A4,15227,27.18959,27.168417,0.08940678,-0.7338779,-0.7632102,2.2780685,False,-0.14975047,0.87695444,0.8808402,1.9607403,2.2780685
SLC7A5,15228,27.249622,27.254896,-0.016565366,-0.6462558,-0.6369746,-0.7243912,False,1.0272223,-2.127913,0.8696294,-0.7845034,0.7845034
SLC7A6,15229,28.131496,28.145435,-0.051439278,0.6409217,0.66296506,-1.7124577,False,0.6131499,-0.6440634,0.87805617,1.2790052,1.7124577
SLC7A6OS,15230,28.459501,28.462334,-0.006965845,1.1196754,1.1255486,-0.4524125,False,-0.44900215,1.606958,0.8736464,0.1991581,1.1255486
SLC7A7,15231,27.531174,27.537838,-0.022174189,-0.2353053,-0.22395816,-0.8833034,False,1.1310384,0.8145516,0.8690012,-0.9383273,0.9383273
SLC7A8,15232,26.546764,26.54576,0.008730593,-1.6721425,-1.6721175,-0.0076925764,False,-0.16132784,1.1186035,0.8689581,-0.94887996,1.6721425
SLC7A9,15233,28.203846,28.190405,0.05826636,0.7465226,0.72860813,1.3957813,False,2.6642148,0.3831307,0.8743124,0.36225027,1.3957813
SLC8A1,15234,27.12307,27.129932,-0.022911211,-0.83097106,-0.81938696,-0.9041851,False,-0.5049898,1.3631353,0.87175643,-0.26364183,0.9041851
SLC8A2,15235,27.847054,27.850578,-0.0096474085,0.22575077,0.23255578,-0.52838796,False,1.5040148,0.5953695,0.8692945,-0.8665019,0.8665019
SLC8A3,15236,28.425104,28.440691,-0.058088534,1.0694696,1.0939562,-1.9008479,False,-0.9259471,-0.8516553,0.8718688,-0.23612897,1.9008479
SLC8B1,15237,27.509418,27.482521,0.11227283,-0.26705906,-0.3047055,2.9259217,False,-0.08744228,0.37669426,0.87031204,-0.617339,2.9259217
SLC9A1,15238,28.563099,28.55288,0.045313153,1.2708858,1.2577201,1.0287842,False,-0.7908532,-1.7607375,0.87372243,0.2177822,1.2708858
SLC9A2,15239,26.741184,26.751705,-0.037503373,-1.3883686,-1.3714936,-1.3176181,False,0.058844227,-1.4254261,0.87130535,-0.37410197,1.3883686
SLC9A3,15240,28.02444,28.01481,0.043031532,0.484664,0.4722892,0.96414,False,-0.7588872,-1.1263149,0.8763875,0.8703844,0.96414
SLC9A3R1,15241,27.646948,27.64803,0.00017039769,-0.06632212,-0.063109435,-0.25022462,False,1.2033111,-0.38076007,0.87192833,-0.22154789,0.25022462
SLC9A3R2,15242,27.817806,27.803617,0.06133335,0.18306163,0.16400601,1.482677,False,-1.5283449,1.4912076,0.8780333,1.2734004,1.482677
SLC9A4,15243,26.912367,26.886139,0.109690696,-1.1385115,-1.1752577,2.8527632,False,-1.5171489,-0.25216293,0.8763431,0.8595106,2.8527632
SLC9A5,15244,28.033943,28.030008,0.02021055,0.49853364,0.49447373,0.3175637,False,0.2708111,1.436651,0.87334806,0.12610671,0.49853364
SLC9A6,15245,27.200987,27.193853,0.033170603,-0.7172438,-0.72608006,0.68475485,False,0.112486415,-3.121399,0.8768221,0.9768161,0.9768161
SLC9A7,15246,27.248035,27.248732,0.0017892712,-0.648572,-0.6459731,-0.20435783,False,-0.5561527,0.35913643,0.87266314,-0.041612294,0.648572
SLC9A8,15247,28.534134,28.532492,0.010956084,1.2286087,1.2279598,0.055361234,False,0.6418685,1.1263909,0.8804051,1.8542064,1.8542064
SLC9A9,15248,28.086342,28.094067,-0.026514636,0.5750144,0.58798105,-1.0062793,False,1.3364843,-0.80728394,0.8744544,0.39701718,1.0062793
SLC9B1,15249,27.570076,27.579897,-0.034839854,-0.17852378,-0.1625638,-1.2421539,False,0.12879398,0.1323375,0.8776196,1.1721064,1.2421539
SLC9B2,15250,28.235304,28.232882,0.014124634,0.7924384,0.7906122,0.14513427,False,-0.8739676,-1.2389947,0.8713757,-0.35687906,0.7924384
SLC9C1,15251,28.722197,28.712322,0.043910686,1.5031036,1.4904624,0.98904866,False,-1.3331919,-1.53946,0.880815,1.954581,1.954581
SLC9C2,15252,27.97153,27.977037,-0.01761116,0.40743712,0.41715094,-0.7540213,False,0.14072713,0.70801467,0.8680258,-1.1771857,1.1771857
SLCO1A2,15253,27.308872,27.309832,0.00072362815,-0.55977505,-0.5567841,-0.2345502,False,-0.021829242,-1.2741368,0.87303627,0.049756687,0.55977505
SLCO1B1,15254,27.414991,27.409384,0.027025003,-0.40488425,-0.41146562,0.5106344,False,0.4313712,0.7945071,0.86648023,-1.5556518,1.5556518
SLCO1B3,15255,27.851055,27.84825,0.015729202,0.23159151,0.22915627,0.19059576,False,0.49478292,-0.85644025,0.8728,-0.008100605,0.23159151
SLCO1B7,15256,26.335632,26.322058,0.05912245,-1.9803095,-1.9986594,1.4200366,False,2.2741113,0.3582846,0.88057727,1.8963587,1.9986594
SLCO1C1,15257,28.308966,28.31078,-0.0028556837,0.8999546,0.90432173,-0.3359612,False,-1.3923073,-0.5439747,0.86960775,-0.78980166,0.90432173
SLCO2A1,15258,27.317812,27.309723,0.036974702,-0.54672664,-0.55694276,0.79253465,False,-1.3511121,-0.85723877,0.8722452,-0.14395723,0.79253465
SLCO2B1,15259,28.001635,27.9951,0.030646455,0.45137626,0.4435173,0.61323935,False,-1.2332513,1.0337082,0.87343085,0.14638011,0.61323935
SLCO3A1,15260,28.339077,28.33698,0.012805185,0.94390494,0.94256824,0.10775095,False,-0.26764983,0.54814374,0.87015945,-0.654704,0.94390494
SLCO4A1,15261,26.169197,26.160345,0.040237546,-2.2232373,-2.234715,0.8849793,False,-0.6270309,2.410711,0.86957294,-0.79832554,2.234715
SLCO4C1,15262,28.265713,28.25903,0.031190928,0.8368229,0.82878083,0.6286657,False,0.6709422,-1.8062862,0.8735735,0.18130758,0.8368229
SLCO5A1,15263,26.82488,26.821522,0.01811213,-1.2662059,-1.2695807,0.25811017,False,2.1905515,0.097116746,0.8692776,-0.87064713,1.2695807
SLCO6A1,15264,27.518145,27.5183,0.00391119,-0.25432247,-0.2524795,-0.14423849,False,-0.097182214,2.9329195,0.8659499,-1.6855096,1.6855096
SLF1,15265,28.129345,28.126802,0.014612786,0.63778144,0.6357662,0.15896486,False,1.0624748,-0.84617025,0.87137395,-0.35730234,0.63778144
SLF2,15266,27.830967,27.842752,-0.042757917,0.20227091,0.2211322,-1.4664927,False,0.9911362,1.0506545,0.8742223,0.3401816,1.4664927
SLFN11,15267,28.595152,28.594128,0.008467633,1.3176701,1.3179312,-0.015142896,False,0.27068233,-2.1718893,0.87762386,1.1731427,1.3179312
SLFN12,15268,28.756771,28.748796,0.03629084,1.5535684,1.5437046,0.7731591,False,0.10091538,-0.9375961,0.8757218,0.7073798,1.5535684
SLFN12L,15269,26.172766,26.156864,0.068474114,-2.2180285,-2.2397962,1.6849929,False,-1.2775398,0.13194132,0.870469,-0.5789086,2.2397962
SLFN13,15270,28.912643,28.920362,-0.026624478,1.7810786,1.7941433,-1.0093914,False,-0.10217071,0.8866284,0.87450904,0.41040143,1.7941433
SLFN14,15271,26.084902,26.078453,0.030627891,-2.346274,-2.3542545,0.6127134,False,0.7643534,-0.6068801,0.8727387,-0.023104968,2.3542545
SLFN5,15272,27.694937,27.693262,0.011222697,0.0037221455,0.0029178404,0.06291504,False,-1.3325981,1.3630538,0.8735833,0.18371587,0.18371587
SLFNL1,15273,27.496145,27.505356,-0.032382503,-0.2864326,-0.27137306,-1.1725309,False,-1.9869385,1.2673833,0.8757351,0.71063465,1.1725309
SLIRP,15274,27.95912,27.964924,-0.018803243,0.38932195,0.3994685,-0.787796,False,-1.052381,-1.8750916,0.87578374,0.7225447,0.787796
SLIT1,15275,27.56746,27.568895,-0.0012263416,-0.18234336,-0.17862307,-0.28979778,False,2.2049577,-1.6046351,0.87556255,0.66838014,0.66838014
SLIT2,15276,26.571527,26.58092,-0.032948323,-1.6359985,-1.6207935,-1.188562,False,0.10433726,-0.32768056,0.8783843,1.3593544,1.6359985
SLIT3,15277,26.832495,26.836971,-0.013280962,-1.2550924,-1.2470287,-0.6313358,False,-0.8540977,-0.08870893,0.8692436,-0.8789667,1.2550924
SLITRK1,15278,28.79767,28.794668,0.016360335,1.6132647,1.6106646,0.20847736,False,-0.18496972,2.0657315,0.8687269,-1.0054966,1.6132647
SLITRK2,15279,28.297415,28.298702,-0.0007517128,0.883095,0.88669217,-0.27635035,False,-2.002396,3.0779283,0.8699163,-0.7142398,0.88669217
SLITRK3,15280,26.645601,26.632507,0.057136513,-1.5278809,-1.5454893,1.3637699,False,-0.04373065,1.1514693,0.87859046,1.4098408,1.5454893
SLITRK4,15281,27.292059,27.283295,0.03968246,-0.5843156,-0.5955206,0.86925226,False,1.0845076,1.6596255,0.8709381,-0.46402597,0.86925226
SLITRK5,15282,27.015089,27.00393,0.049335267,-0.98857903,-1.0033166,1.1427408,False,0.1690533,-0.0064201807,0.87193793,-0.21919797,1.1427408
SLITRK6,15283,27.802906,27.798765,0.02107821,0.16131338,0.15692301,0.34214672,False,-2.0927525,1.9336383,0.8740449,0.29674485,0.34214672
SLK,15284,27.740107,27.748037,-0.027288776,0.06965172,0.08287446,-1.0282127,False,2.657631,1.9073552,0.8749696,0.5231823,1.0282127
SLMAP,15285,27.356035,27.36061,-0.013770368,-0.49093622,-0.48266315,-0.6452019,False,0.9264932,1.2891796,0.86945534,-0.8271228,0.8271228
SLN,15286,26.78696,26.784632,0.0139821,-1.3215537,-1.32343,0.14109595,False,1.3254976,-1.6873957,0.8673291,-1.34778,1.34778
SLPI,15287,29.000305,29.006126,-0.01902733,1.9090291,1.9193348,-0.794145,False,-2.941237,-0.30343905,0.8777138,1.1951675,1.9193348
SLTM,15288,28.074852,28.07544,0.0020850322,0.5582439,0.56079054,-0.19597818,False,-1.2072387,-0.21574713,0.87319297,0.08812874,0.56079054
SLU7,15289,28.233858,28.25148,-0.066220134,0.79032815,0.81776094,-2.1312368,False,0.41414875,-1.4695557,0.8778564,1.2300805,2.1312368
SLURP1,15290,28.645847,28.643593,0.01339167,1.3916649,1.3901366,0.12436755,False,0.18279438,-1.3319731,0.875749,0.71403545,1.3916649
SLURP2,15291,26.740704,26.726349,0.062174715,-1.3890702,-1.4085068,1.5065149,False,-0.76293176,0.85209525,0.8721315,-0.1717912,1.5065149
SLX1A,15292,27.831131,27.82217,0.040392485,0.20251033,0.19108792,0.8893691,False,0.16283014,-1.2930068,0.8755965,0.6766997,0.8893691
SLX1B,15293,28.097687,28.091234,0.03029158,0.59157336,0.5838465,0.6031848,False,1.2034839,0.35302585,0.8675564,-1.2921267,1.2921267
SLX4,15294,27.693565,27.689922,0.019107934,0.0017204831,-0.0019572917,0.28632382,False,0.6163711,-1.5618201,0.87026346,-0.6292345,0.6292345
SLX4IP,15295,27.18029,27.178427,0.01205645,-0.74745244,-0.7485987,0.0865374,False,-2.6608143,-1.8907098,0.8621416,-2.6180716,2.6180716
SLX9,15296,27.61076,27.622562,-0.042793654,-0.11914206,-0.100284055,-1.4675052,False,2.4746842,0.13101287,0.87662745,0.92914665,1.4675052
SMAD1,15297,27.645754,27.646847,0.00013298032,-0.068064876,-0.06483564,-0.25128475,False,-1.2215745,-1.4268931,0.8750924,0.55324936,0.55324936
SMAD2,15298,27.618681,27.597075,0.0910684,-0.107580304,-0.1374893,2.3251464,False,-2.722296,0.34326628,0.8736159,0.19169971,2.3251464
SMAD3,15299,27.918104,27.921383,-0.00866769,0.32945582,0.3359108,-0.5006301,False,0.3553208,-0.15234426,0.87455684,0.42210716,0.5006301
SMAD4,15300,27.885021,27.886812,-0.0027068604,0.28116813,0.2854472,-0.33174464,False,1.9277306,-0.7916338,0.87132776,-0.368614,0.368614
SMAD5,15301,26.942188,26.949545,-0.024851875,-1.0949845,-1.0827025,-0.9591691,False,0.786424,0.32307348,0.8722726,-0.13724321,1.0949845
SMAD6,15302,27.688011,27.689722,-0.0023505392,-0.0063863886,-0.0022496327,-0.32164916,False,1.9425733,0.028121978,0.87628555,0.8454258,0.8454258
SMAD7,15303,26.955463,26.963495,-0.027555998,-1.0756081,-1.062339,-1.0357838,False,1.7505608,1.166482,0.87640876,0.87559503,1.0756081
SMAD9,15304,27.214195,27.212055,0.013165047,-0.6979649,-0.69951046,0.11794676,False,0.8878843,-0.50063115,0.8729187,0.020973997,0.69951046
SMAGP,15305,27.394592,27.394793,0.003758052,-0.43465862,-0.43276474,-0.14857729,False,-0.0630681,1.7666572,0.87525713,0.59359187,0.59359187
SMAP1,15306,27.858894,27.859484,0.002123106,0.24303354,0.2455552,-0.19489944,False,-4.088427,-0.7544496,0.876465,0.88937336,0.88937336
SMAP2,15307,26.164778,26.159569,0.025642162,-2.2296877,-2.2358482,0.4714551,False,1.7266464,-1.2723335,0.87747496,1.1366826,2.2358482
SMARCA1,15308,27.227617,27.218134,0.042584404,-0.67837423,-0.69063723,0.95147175,False,-0.8747107,0.44690186,0.8780576,1.2793554,1.2793554
SMARCA2,15309,27.717373,27.713537,0.01986743,0.036469787,0.032513876,0.30784225,False,-0.35115895,0.399925,0.8722335,-0.14681798,0.30784225
SMARCA4,15310,27.518454,27.525602,-0.024111414,-0.25387147,-0.2418188,-0.9381899,False,-1.7384137,2.0114796,0.8769344,1.0043144,1.0043144
SMARCA5,15311,27.934027,27.92586,0.037197158,0.35269624,0.3424453,0.79883736,False,-0.34971073,0.40417558,0.8726352,-0.04845767,0.79883736
SMARCAD1,15312,28.230532,28.238192,-0.026277374,0.7854729,0.79836345,-0.99955714,False,0.7491344,0.5252973,0.8667353,-1.4931968,1.4931968
SMARCAL1,15313,27.140236,27.151604,-0.04097317,-0.8059155,-0.78775287,-1.4159263,False,1.8724827,-0.2434287,0.8754244,0.63454735,1.4159263
SMARCB1,15314,27.469635,27.470415,0.0014158798,-0.32512677,-0.32237682,-0.21493696,False,-1.1311101,-0.8805526,0.8665021,-1.5502951,1.5502951
SMARCC1,15315,26.256424,26.2522,0.021681806,-2.0959215,-2.1006334,0.35924813,False,-0.019927436,-0.17590263,0.8769876,1.0173337,2.1006334
SMARCC2,15316,28.233076,28.225391,0.035212126,0.7891867,0.7796787,0.7425964,False,-0.071553804,-0.18170685,0.8686225,-1.0310683,1.0310683
SMARCD1,15317,28.324352,28.318153,0.029246708,0.9224128,0.91508543,0.57358104,False,-0.18051402,-0.21641947,0.87485474,0.4950564,0.9224128
SMARCD2,15318,26.279703,26.289145,-0.0330942,-2.0619433,-2.0467036,-1.1926951,False,-0.0010918924,1.7016948,0.8779012,1.2410563,2.0619433
SMARCD3,15319,28.037584,28.02757,0.044574924,0.5038482,0.4909155,1.0078682,False,-0.19097929,-1.1676146,0.8746325,0.4406291,1.0078682
SMARCE1,15320,28.053223,28.07448,-0.080774456,0.52667385,0.55939007,-2.5435977,False,0.9918847,-0.13394952,0.8768679,0.9880256,2.5435977
SMC1A,15321,26.398159,26.409971,-0.04261926,-1.8890458,-1.8703301,-1.4625641,False,-0.5594434,-0.87881404,0.8795312,1.6402045,1.8890458
SMC1B,15322,27.153336,27.15877,-0.01718653,-0.7867953,-0.7772926,-0.74199045,False,-1.1655707,0.32216278,0.8725088,-0.07940052,0.7867953
SMC2,15323,27.968153,27.968239,0.004116059,0.40250674,0.40430743,-0.13843404,False,-0.91023177,1.2278471,0.86905986,-0.92396516,0.92396516
SMC3,15324,27.545729,27.546722,0.00055494736,-0.21406095,-0.21098937,-0.23932937,False,1.760899,-0.9474641,0.88025206,1.8167248,1.8167248
SMC4,15325,27.72905,27.73716,-0.02801153,0.05351315,0.06699618,-1.0486902,False,1.2490966,0.3815505,0.86925375,-0.8764854,1.0486902
SMC5,15326,27.29555,27.290617,0.024339253,-0.57922095,-0.58483213,0.43454036,False,0.7868226,-2.1630418,0.8736528,0.20073444,0.58483213
SMC6,15327,27.988302,27.975143,0.05717949,0.43191642,0.41438624,1.3649875,False,-1.3318642,1.4950925,0.8825181,2.3716235,2.3716235
SMCHD1,15328,28.698668,28.700056,-0.0012160742,1.4687608,1.4725572,-0.2895069,False,-2.2883158,-2.836726,0.86890566,-0.96172416,1.4725572
SMCO1,15329,27.99527,27.994602,0.0071348413,0.4420862,0.44279063,-0.052904274,False,-2.6111078,2.0637584,0.87056696,-0.5549133,0.5549133
SMCO2,15330,28.328995,28.317413,0.050807815,0.9291889,0.91400516,1.1844618,False,2.1200333,2.6813488,0.8727585,-0.0182592,1.1844618
SMCO3,15331,27.875559,27.867975,0.034855966,0.26735696,0.25795045,0.73250544,False,0.15850186,-1.6372014,0.870389,-0.598496,0.73250544
SMCO4,15332,28.738895,28.747257,-0.029173888,1.5274771,1.5414578,-1.0816227,False,1.3306113,0.73022497,0.8719039,-0.22753212,1.5414578
SMCP,15333,28.163158,28.152824,0.045842387,0.68713534,0.67375106,1.0437787,False,-1.6613038,0.21734121,0.8648227,-1.9615431,1.9615431
SMCR8,15334,27.522131,27.521322,0.0077746804,-0.24850401,-0.24806654,-0.03477601,False,1.2803751,-1.5241911,0.87222195,-0.14964955,0.24850401
SMDT1,15335,27.888447,27.885328,0.016970085,0.28616813,0.2832811,0.22575313,False,-0.15118396,-1.3256571,0.87609607,0.79902613,0.79902613
SMG1,15336,26.44992,26.45373,-0.010548514,-1.8134949,-1.806455,-0.5539186,False,-0.31696668,0.027830092,0.87231654,-0.1264862,1.8134949
SMG5,15337,27.914248,27.912834,0.01013398,0.32382664,0.32343203,0.032068927,False,-2.8009622,1.6194153,0.8699938,-0.6952654,0.6952654
SMG6,15338,28.312916,28.296774,0.069077045,0.90572023,0.88387734,1.7020755,False,1.2437192,-0.19673063,0.86996746,-0.70171666,1.7020755
SMG7,15339,26.808031,26.799788,0.037683714,-1.2907994,-1.3013067,0.8126228,False,-0.1161907,-1.9749155,0.8738731,0.2546801,1.3013067
SMG8,15340,27.567446,27.557014,0.04631954,-0.18236285,-0.19596584,1.0572976,False,0.90256494,0.61930317,0.8688654,-0.9715909,1.0572976
